Name,Album,Artist,Track_id,Duration,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Valence,Liveness,Tempo,Time_Signature,Year
I Love It,I Love I,"Hilltop Hoods, Sia",61WSQC9C2YCvvXEbWUSSgf,225764,FALSE,0.681,0.868,11,-6.241,0,0.091,0.00488,0,0.515,0.303,91.024,4,2011
I Love It (feat. Charli XCX) - Original Version,I Love I,"Icona Pop, Charli XCX",3VZQshi4COChhXaz7cLP02,155337,TRUE,0.714,0.905,8,-2.663,1,0.0289,0.00855,0.0000255,0.838,0.146,125.927,4,2012
All I See Is Music,I Love Song,Thundamentals,5832ClXp0649Qs6b6wCsIJ,230899,TRUE,0.934,0.622,10,-5.296,1,0.077,0.142,0.0161,0.614,0.109,120.001,4,2018
I Miss You,I Love Song,Thundamentals,5qJg8UTHlqGENn1OX0SwV9,205255,TRUE,0.73,0.69,11,-7.019,1,0.103,0.586,0.000112,0.87,0.184,147.89,4,2018
Eyes On Me,I Love Song,Thundamentals,7FXphpqwYrjDBnXhhbEr1q,231231,TRUE,0.756,0.704,8,-4.625,1,0.0517,0.728,0.0000118,0.602,0.083,98.965,4,2018
Shoot The Breeze,I Love Song,Thundamentals,6FVAqABL8EYRihXjp8sBaC,223219,TRUE,0.673,0.519,1,-7.233,1,0.176,0.253,0.0000961,0.374,0.159,72.994,4,2018
Royal Flush,I Love Song,Thundamentals,6sWo8JQKujyTqgYsD3eUeQ,209463,TRUE,0.674,0.778,11,-5.862,0,0.105,0.3,0.000663,0.468,0.154,82.032,4,2018
Everybody But You,I Love Song,Thundamentals,4Yf4s4P1vfJb8hDvnxCbMx,214359,TRUE,0.585,0.56,9,-7.992,0,0.175,0.299,0,0.586,0.154,167.903,4,2018
Overdosed,I Love Song,Thundamentals,6lhpHMesQAn4P0lzsLsb0u,262868,TRUE,0.726,0.58,9,-6.306,1,0.0922,0.383,0.0000515,0.436,0.162,119.977,4,2018
World's Gone Mad,I Love Song,Thundamentals,6IILsSyn3NVYCaNafcaCPt,237234,TRUE,0.724,0.698,1,-6.751,0,0.313,0.513,0,0.334,0.0982,140.056,4,2018
Payroll,I Love Song,Thundamentals,1ba169UJR96Cfo0tqyh34j,221907,TRUE,0.757,0.752,5,-4.745,0,0.0595,0.493,0.00288,0.567,0.359,132.084,4,2018
Boots,I Love Song,Thundamentals,72Pyx9Q7IZR5Ajb2Zq8FsF,234406,TRUE,0.703,0.605,9,-8.239,0,0.0665,0.424,0,0.344,0.0926,99.981,4,2018
Catch Me If You Can,I Love Song,"Thundamentals, Eves Karydas",0bvDZieHqKkZ1Ll8FSy525,213593,TRUE,0.711,0.579,1,-5.645,0,0.0369,0.634,0,0.804,0.105,104.986,4,2018
True Love,I Love Song,"Thundamentals, Adrian Eagle",7x9XEOIG8aBLw84x0PXxIe,212365,TRUE,0.788,0.593,6,-6.973,1,0.0422,0.033,0.00825,0.682,0.107,103.004,4,2018
I Love You Cause I Have To,I Love You Cause I Have T,Dogs Die In Hot Cars,1ZZCXKwSyPPZobYdOwN66e,155133,FALSE,0.56,0.936,9,-5.054,0,0.0369,0.00836,0.00000253,0.838,0.0498,158.865,4,2004
Celebrity Sanctum,I Love You Cause I Have T,Dogs Die In Hot Cars,0lfNRP4dqxuxyk5wHZPVmY,286493,FALSE,0.665,0.685,2,-7.099,1,0.0271,0.183,0.00183,0.379,0.112,124.994,4,2004
Somewhat Off The Way,I Love You Cause I Have T,Dogs Die In Hot Cars,1TP97XS3B7u17oC13Bmd5y,223066,FALSE,0.605,0.531,0,-9.079,1,0.0292,0.246,0.0706,0.178,0.3,139.981,4,2004
Every Dayâ€™s The Weekend,I Love You Like A Brothe,Alex Lahey,6igEXTKqOFuOEJDIAEUU9F,190674,TRUE,0.462,0.94,4,-4.189,1,0.0474,0.0042,0.00216,0.813,0.204,182.038,4,2017
I Love You Like A Brother,I Love You Like A Brothe,Alex Lahey,2tI6BdyyHpbEx8jcfHA0E3,170704,FALSE,0.432,0.909,9,-4.691,1,0.135,0.00052,0.0228,0.764,0.211,174.997,4,2017
Perth Traumatic Stress Disorder,I Love You Like A Brothe,Alex Lahey,4deF1pg0zExtb7SnbSLXHZ,135644,FALSE,0.321,0.911,0,-4.804,1,0.0784,0.0000303,0.0000177,0.469,0.535,180.319,4,2017
I Havenâ€™t Been Taking Care Of Myself,I Love You Like A Brothe,Alex Lahey,71ZMNFgGo9JxxhH0OdvR4o,226649,FALSE,0.378,0.888,10,-4.343,1,0.0586,0.00091,0.0000664,0.464,0.113,189.936,4,2017
Backpack,I Love You Like A Brothe,Alex Lahey,56RYSGjgd1UUWyjLttAr6M,239391,FALSE,0.446,0.765,0,-4.703,1,0.0399,0.014,0.000212,0.464,0.278,125.515,4,2017
Awkward Exchange,I Love You Like A Brothe,Alex Lahey,19EfFnn3gP9lxhNu7AK6j0,231636,FALSE,0.427,0.965,2,-5.094,1,0.0699,0.00148,0.0234,0.334,0.788,160.015,4,2017
I Want U,I Love You Like A Brothe,Alex Lahey,1kw8e7KNaNGs4zQs3GutXG,228753,FALSE,0.423,0.903,9,-5.773,1,0.0363,0.000371,0.000476,0.351,0.422,150.036,4,2017
Lotto In Reverse,I Love You Like A Brothe,Alex Lahey,25duWuO3bKD6UOxmUWGw2T,240043,TRUE,0.559,0.919,9,-4.944,0,0.0694,0.00428,0.0262,0.582,0.188,130.993,4,2017
Letâ€™s Call It A Day,I Love You Like A Brothe,Alex Lahey,3i4Zk90u2lzKmQkHvQ0oiA,259918,FALSE,0.439,0.872,5,-4.577,1,0.0434,0.0136,0.0121,0.514,0.184,128.137,4,2017
Thereâ€™s No Money,I Love You Like A Brothe,Alex Lahey,4FSlCxYMtlcNafrVsSx9zH,234827,FALSE,0.463,0.662,9,-5.892,1,0.0295,0.172,0.00317,0.211,0.189,152.99,4,2017
Dangerous,I See Yo,The xx,33B2QbtAj8mbDpwvGTOnBt,250000,FALSE,0.774,0.709,8,-6.166,1,0.0465,0.00224,0.00224,0.565,0.21,119.982,4,2017
Say Something Loving,I See Yo,The xx,728zbo72kOoYdGR3AhNsyF,238373,FALSE,0.627,0.721,0,-7.782,0,0.0304,0.296,0.0000641,0.383,0.231,130.08,4,2017
Lips,I See Yo,The xx,1onfcprzpSGh2LqrBh17AA,200626,FALSE,0.523,0.591,1,-8.772,1,0.0543,0.494,0.511,0.195,0.0788,173.94,4,2017
A Violent Noise,I See Yo,The xx,661bbtA19xopO3lH0J4Qvr,227466,FALSE,0.549,0.423,0,-8.885,0,0.0373,0.745,0.172,0.144,0.127,119.345,4,2017
Performance,I See Yo,The xx,5UCsGZSezdlGA1bY3QMgXG,246013,FALSE,0.277,0.313,9,-9.413,0,0.0383,0.494,0.00027,0.0582,0.106,84.975,1,2017
Replica,I See Yo,The xx,4O4xuKdvJvl7HpFlYGwudS,249000,FALSE,0.623,0.44,8,-10.934,1,0.0327,0.468,0.502,0.511,0.177,79.978,4,2017
Brave For You,I See Yo,The xx,53e5O0USYgSCv4md0CXpMY,253093,FALSE,0.54,0.417,10,-11.048,0,0.0307,0.664,0.000425,0.281,0.106,134.762,4,2017
On Hold,I See Yo,The xx,5CPqOpKSk0QcJ3dGdaWcRB,224133,FALSE,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.192,0.35,0.109,125.051,4,2017
I Dare You,I See Yo,The xx,044qU7kwVZaDwzWnRsmVVL,233280,FALSE,0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.282,0.107,126.001,4,2017
Test Me,I See Yo,The xx,3qLwtC9jEWugjkzyZlYgeg,235826,FALSE,0.253,0.177,6,-17.696,1,0.042,0.904,0.0615,0.0395,0.119,120.259,4,2017
I'd Like To Know,I Should Coc,Supergrass,66KKHqWcjAgQi2iGFwBiTZ,242493,FALSE,0.179,0.946,2,-6.181,1,0.114,0.000035,0.764,0.229,0.38,165.835,4,1995
Caught By the Fuzz,I Should Coc,Supergrass,0iAcyO7WLhnC7WOTOpjGv1,136773,FALSE,0.322,0.952,9,-6.925,1,0.205,0.000202,0.219,0.257,0.0671,161.79,4,1995
Mansize Rooster,I Should Coc,Supergrass,5afa3W4rCWxEWeXW3hWMRe,154626,FALSE,0.286,0.844,0,-6.41,1,0.0462,0.0000529,0.00205,0.684,0.0596,163.738,4,1995
Alright,I Should Coc,Supergrass,5xC8uOesnn0udeXAYlAnoY,180880,FALSE,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.701,0.299,145.92,4,1995
Lose It,I Should Coc,Supergrass,3zUS56FvsxCIyXdnlJ3896,157706,FALSE,0.167,0.935,4,-5.379,0,0.0924,0.0000648,0.751,0.271,0.0916,150.816,4,1995
Lenny,I Should Coc,Supergrass,28Zeh6S7YqHabnKurm39IE,162733,FALSE,0.439,0.727,9,-7.672,1,0.0712,0.0000811,0.482,0.547,0.0897,159.654,4,1995
Strange Ones,I Should Coc,Supergrass,0vPepcVQ3aYlkhTtfCBg89,259760,TRUE,0.2,0.932,9,-8.314,0,0.16,0.0000856,0.0731,0.158,0.187,155.455,4,1995
Sitting Up Straight,I Should Coc,Supergrass,6SWS8H4nUiVZCyULZdhBX1,140266,FALSE,0.21,0.749,2,-7.192,1,0.0495,0.0000164,0.741,0.349,0.106,159.217,4,1995
She's So Loose,I Should Coc,Supergrass,294BfoD9CPpQ57lxKAalOx,179840,FALSE,0.434,0.846,0,-8.235,1,0.0476,0.00034,0.0246,0.475,0.291,155.882,4,1995
We're Not Supposed To,I Should Coc,Supergrass,68GQEjPCy9ZSmlNev7BCSp,123893,FALSE,0.548,0.775,9,-8.596,1,0.0726,0.248,0.000121,0.877,0.472,87.342,4,1995
Time,I Should Coc,Supergrass,1TAU8ZSZc3nu4JhaPadyfS,190506,FALSE,0.592,0.549,9,-8.403,1,0.0285,0.00807,0.516,0.624,0.101,137.981,3,1995
Sofa Of My Lethargy,I Should Coc,Supergrass,2xmvZFubrZBrpiHPUhs6Ns,378600,FALSE,0.18,0.66,2,-8.14,1,0.0366,0.00216,0.175,0.327,0.31,169.836,4,1995
Time To Go,I Should Coc,Supergrass,07nPTI9Gf96MLwlsaKKQmK,116533,FALSE,0.684,0.321,0,-14.424,1,0.0302,0.436,0.000143,0.681,0.115,110.637,4,1995
I Spy,I Sp,Mikhael Paskalev,7IxDRSJYxwixPIfmctbOKr,161013,FALSE,0.633,0.88,11,-4.482,0,0.0475,0.355,0.0000076,0.694,0.078,123.933,4,2013
Hurt Feelings,I Told You I Was Freak,Flight of the Conchords,2ViEnnYXmb3Bm0s7XdqWdY,158146,FALSE,0.897,0.594,1,-7.408,1,0.264,0.0805,0,0.557,0.438,106,4,2009
Sugalumps,I Told You I Was Freak,Flight of the Conchords,0RlygkwmzYlFSZ5ydtDgKU,131760,FALSE,0.896,0.588,7,-8.053,1,0.133,0.0248,0.0000364,0.617,0.135,110.981,4,2009
We're Both In Love with a Sexy Lady,I Told You I Was Freak,Flight of the Conchords,6i25dtFdj6fHl97M1ArIMF,169240,FALSE,0.854,0.686,6,-9.331,0,0.341,0.322,0,0.775,0.0626,142.208,4,2009
I Told You I Was Freaky,I Told You I Was Freak,Flight of the Conchords,5A6jeE3IsEXdURimUjTAq3,194653,FALSE,0.928,0.651,0,-7.402,1,0.141,0.131,0,0.363,0.376,108.858,4,2009
Demon Woman,I Told You I Was Freak,Flight of the Conchords,2LKt6A0KMfQKxGW7yp5kiX,119733,FALSE,0.598,0.697,9,-5.981,0,0.0786,0.292,0.00061,0.763,0.31,163.03,4,2009
Rambling Through The Avenues Of Time,I Told You I Was Freak,Flight of the Conchords,0C4fMHU5vQbZISEUV5KkTK,163933,FALSE,0.512,0.404,2,-9.697,1,0.056,0.602,0,0.541,0.09,102.913,3,2009
Fashion is Danger,I Told You I Was Freak,Flight of the Conchords,7EPUghLIOeufUYn1DSxAHK,140373,FALSE,0.673,0.759,6,-5.508,1,0.0271,0.198,0.0128,0.515,0.182,112.035,4,2009
"Petrov, Yelyena And Me",I Told You I Was Freak,Flight of the Conchords,1XY1owYLqpoUV7TQkTWL8y,148360,FALSE,0.422,0.483,9,-9.799,1,0.0413,0.776,0.00138,0.619,0.163,107.365,3,2009
Too Many Dicks (On The Dance Floor),I Told You I Was Freak,Flight of the Conchords,1CDqOWVW4XggJv4aSjxZLg,148560,FALSE,0.886,0.597,6,-6.851,1,0.146,0.0555,0.000214,0.751,0.103,140.026,4,2009
You Don't Have To Be A Prostitute,I Told You I Was Freak,Flight of the Conchords,6VzfQH9K7IzFA1B552wGzp,169706,FALSE,0.798,0.678,0,-6.336,1,0.0629,0.168,0,0.803,0.123,81.39,4,2009
Friends,I Told You I Was Freak,Flight of the Conchords,3qpG2nYoamCPL94V0HrNsX,123960,FALSE,0.846,0.313,2,-10.507,1,0.285,0.793,0,0.699,0.103,122.998,4,2009
Carol Brown,I Told You I Was Freak,Flight of the Conchords,16TyUTZ2nkyZ3tYZAhLPnZ,206840,FALSE,0.736,0.668,2,-8.842,1,0.116,0.408,0.00000881,0.785,0.111,148.963,4,2009
Angels,I Told You I Was Freak,Flight of the Conchords,69Uc8NZAMYTPU9rLkkv0pW,156146,FALSE,0.651,0.275,4,-11.915,1,0.0366,0.766,0.00238,0.277,0.134,94.281,4,2009
I Want U,I Want ,Alison Wonderland,5HV3IPsB5Qk05Ph9k9DXGF,211285,FALSE,0.594,0.75,1,-5.631,0,0.0332,0.00203,0.000064,0.337,0.253,140.033,4,2014
Icky Thump,Icky Thum,The White Stripes,6urjT2UUnX83D8CDOPfux3,254533,FALSE,0.394,0.648,9,-7.22,1,0.105,0.026,0.0117,0.333,0.0635,94.123,4,2007
Magnets,Idealis,Digitalism,0JwsywJVTrIWLvVnTY1bug,230426,FALSE,0.81,0.354,4,-6.673,0,0.289,0.0479,0.00222,0.185,0.0617,132.97,4,2007
Zdarlight,Idealis,Digitalism,1TotkYFn4OZgMJXyD8WtJs,340773,FALSE,0.778,0.501,9,-7.321,0,0.0497,0.00857,0.802,0.55,0.0702,123.97,4,2007
I Want I Want,Idealis,Digitalism,2W6ozC33ofTv2DaptuzUSh,208746,FALSE,0.657,0.932,9,-4.125,0,0.0352,0.000344,0.000151,0.702,0.353,134.988,4,2007
Idealistic,Idealis,Digitalism,1FEtbYGMzILafhj1AjVoWz,250693,FALSE,0.604,0.799,7,-6.153,0,0.0438,0.0138,0.0472,0.437,0.432,128.976,4,2007
Digitalism in Cairo,Idealis,Digitalism,03OZwDhI8eQYIAA81SGMJC,288746,FALSE,0.864,0.402,11,-9.995,1,0.0572,0.00049,0.0947,0.903,0.128,132.964,4,2007
Departure from Cairo,Idealis,Digitalism,2Ok5bRci803eoTVSbpumRU,53986,FALSE,0.174,0.58,4,-15.531,1,0.151,0.594,0.0587,0.438,0.64,117.411,4,2007
Echoes,Idealis,Digitalism,5caJIc0yng27S4ChO2MpBK,219093,FALSE,0.565,0.881,11,-6.828,0,0.045,0.0456,0.765,0.587,0.246,129.985,4,2007
Jupiter Approach,Idealis,Digitalism,1dQDUnkbZoYKdNiQv28vkw,72946,FALSE,0.17,0.476,0,-14.126,1,0.0544,0.218,0.927,0.0388,0.136,124.571,4,2007
Jupiter Room - Martian Assault Mix,Idealis,Digitalism,5oeb1Z3nyL6D1rrpjjT6Ye,303040,FALSE,0.844,0.716,9,-5.816,1,0.203,0.000598,0.901,0.445,0.0718,124.951,4,2007
Pogo,Idealis,Digitalism,0GfKAY6MsyWkoR9BzyfuBC,226466,FALSE,0.394,0.752,0,-5.196,1,0.0447,0.0000576,0.0000592,0.409,0.432,136.098,4,2007
Moonlight,Idealis,Digitalism,5ChT2wj6O7L6oAREBqBTVc,171986,FALSE,0.397,0.627,9,-6.684,0,0.039,0.0176,0.00905,0.168,0.256,128.108,4,2007
Anything New,Idealis,Digitalism,64t7x7cFBDYdU79YEosaFR,299106,FALSE,0.637,0.855,4,-5.271,0,0.0617,0.000671,0.134,0.476,0.0978,129.979,4,2007
The Pulse,Idealis,Digitalism,0imbtocYRhUMFpk3UW5sUd,259200,FALSE,0.538,0.946,4,-4.695,0,0.121,0.00101,0.0113,0.0847,0.381,135.962,4,2007
Home Zone,Idealis,Digitalism,4BYm80JKh5Ksku1e6ITD7q,128840,FALSE,0.786,0.898,10,-4.097,0,0.0673,0.00192,0.606,0.77,0.323,128.026,4,2007
Apollo-Gize,Idealis,Digitalism,0tPHspGFNUjGUOofv3pxwe,139506,FALSE,0.827,0.7,0,-5.675,1,0.0424,0.407,0.00667,0.527,0.1,132.994,4,2007
Jupiter room - Planetary Lobby Version,Idealis,Digitalism,0BaOZRtRUxZHp6HjaZrBrw,284640,FALSE,0.702,0.826,10,-5.057,0,0.0568,0.00918,0.915,0.672,0.109,108.998,4,2007
TV TV,Idealis,Digitalism,4IOxsLubRifOiNmc0Oadky,342306,FALSE,0.549,0.381,0,-7.423,1,0.0373,0.00188,0.926,0.112,0.136,129.974,4,2007
Hey Now,If You Wait (Deluxe,London Grammar,5SAx8D5am4Beq16AsSPyb4,200868,FALSE,0.65,0.291,5,-11.867,1,0.0342,0.447,0.115,0.0396,0.0932,120.031,4,2013
Stay Awake,If You Wait (Deluxe,London Grammar,5jp2T9RFTMsDOOqYQ4wAEi,184722,FALSE,0.378,0.536,1,-11.593,1,0.0477,0.225,0.000339,0.131,0.428,169.724,4,2013
Shyer,If You Wait (Deluxe,London Grammar,3YjztTsvCewOR9jBXv7CF7,185287,FALSE,0.75,0.397,11,-10.054,0,0.0289,0.829,0.0151,0.226,0.109,108.011,4,2013
Wasting My Young Years,If You Wait (Deluxe,London Grammar,7j9foYFblyWizRAR9KbxiP,199978,FALSE,0.552,0.32,5,-10.055,0,0.0374,0.851,0.00153,0.0826,0.109,127.105,4,2013
Sights,If You Wait (Deluxe,London Grammar,0Jewt9pIcVGQd32OK1S4zO,253342,FALSE,0.373,0.234,3,-9.296,0,0.0297,0.802,0,0.386,0.0644,69.101,1,2013
Strong,If You Wait (Deluxe,London Grammar,2v1aJMvSWa5KLawWPDU6Pv,274806,FALSE,0.581,0.418,10,-10.414,1,0.0316,0.729,0.0000246,0.242,0.0772,75.99,4,2013
Nightcall,If You Wait (Deluxe,London Grammar,4Dson42cJa3cky5XnRbPMl,268204,FALSE,0.512,0.31,9,-10.198,0,0.0276,0.429,0.000624,0.094,0.232,99.802,4,2013
Metal & Dust,If You Wait (Deluxe,London Grammar,0dscldNpHafib1sskBDZ92,208255,FALSE,0.625,0.674,11,-9.942,0,0.0476,0.0651,0.0323,0.289,0.112,123.018,4,2013
"Interlude - Live From State Of The Ark Studios, Richmond / 2013",If You Wait (Deluxe,London Grammar,2lhlZFaHAGSbiEdzYpyTfl,239428,FALSE,0.537,0.125,11,-14.15,0,0.0371,0.965,0.0000115,0.0582,0.0809,122.287,4,2013
Flickers,If You Wait (Deluxe,London Grammar,2u4rwp9JWOiv6NwL5cM1Gt,283140,FALSE,0.662,0.312,4,-11.045,0,0.0436,0.658,0.000244,0.4,0.0931,74.972,4,2013
If You Wait,If You Wait (Deluxe,London Grammar,5h5xgzOsAIe8Xe5leSciYH,284851,FALSE,0.235,0.0388,10,-14.311,1,0.0396,0.969,0.0000086,0.0698,0.0597,57.418,3,2013
Help,If You Wait (Deluxe,London Grammar,0lvlbZyA6dbFuT97l419Iq,233565,FALSE,0.457,0.103,10,-12.351,1,0.036,0.961,0.00398,0.135,0.113,146.092,4,2013
Darling Are You Gonna Leave Me,If You Wait (Deluxe,London Grammar,72Hssf3TZ4CoCNv2oz1idT,182398,FALSE,0.751,0.61,11,-7.186,0,0.0345,0.527,0.000125,0.227,0.104,124.038,4,2013
Help Me Lose My Mind,If You Wait (Deluxe,"Disclosure, London Grammar",2IT24qguqslCSUCEQR2fPQ,245684,FALSE,0.784,0.656,5,-6.768,0,0.0612,0.0442,0.0805,0.338,0.0514,109.039,4,2013
High Life,If You Wait (Deluxe,London Grammar,1kzrJGbLG1n1ZKlHqQEbx2,243721,FALSE,0.54,0.603,9,-8.342,0,0.0416,0.388,0.000047,0.476,0.122,136.007,4,2013
Maybe,If You Wait (Deluxe,London Grammar,5w9nnEggsPQifqynP2KlOU,263792,FALSE,0.618,0.599,2,-9.54,1,0.0353,0.807,0.0257,0.228,0.101,102.985,4,2013
When We Were Young,If You Wait (Deluxe,London Grammar,2LSy6r8KJRNc5aztxwPpmr,186480,FALSE,0.79,0.426,10,-10.082,0,0.0524,0.318,0.00143,0.464,0.102,90.008,4,2013
Sure Shot - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,7MVrmQBSuxU36oTIFlWm0k,199560,TRUE,0.702,0.793,1,-6.72,1,0.23,0.299,0,0.535,0.121,98.026,4,1994
Tough Guy - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,6uyc0bzNHylqxqRNcRJQyl,57546,TRUE,0.444,0.963,10,-6.616,0,0.105,0.00891,0.965,0.378,0.109,95.659,4,1994
B-Boys Makin' With The Freak Freak - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,04uY3Ct3e7K0M9PRqmc8su,216546,TRUE,0.685,0.87,6,-7.234,1,0.271,0.0284,0.103,0.553,0.481,90.086,4,1994
Bobo On The Corner - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,1ahGMuW2IbIuezlEDwjhv9,73266,FALSE,0.533,0.786,11,-8.374,0,0.0367,0.00424,0.788,0.302,0.109,110.227,4,1994
Root Down - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,305jsaqcBPgO7FNnIyDmOE,211920,TRUE,0.838,0.898,0,-7.411,1,0.0956,0.335,0.000424,0.915,0.335,100.102,4,1994
Sabotage - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,7zLZFcyX6jN6YX7KFRzZf3,178293,TRUE,0.32,0.943,6,-5.789,0,0.126,0.00497,0.192,0.49,0.0984,166.524,4,1994
Get It Together - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,3JaFo8M3MI74dQeKdDlNkM,245706,TRUE,0.854,0.667,11,-6.513,1,0.328,0.269,0,0.666,0.11,100.979,4,1994
Sabrosa - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,0W2JFoZeA8L7sk2SNABzJd,209466,FALSE,0.725,0.725,2,-12.298,0,0.0601,0.0316,0.645,0.879,0.108,157.928,4,1994
The Update - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,7tIb7OZwQVwskF0LoENH7d,195533,TRUE,0.726,0.933,7,-5.967,1,0.131,0.391,0.0374,0.874,0.399,157.383,4,1994
Futterman's Rule - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,3CNLlsiFdootDRNmdGFrBX,222213,TRUE,0.53,0.91,10,-7.298,0,0.0451,0.00725,0.773,0.862,0.186,166.239,4,1994
Alright Hear This - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,5Tfyt4EpytlOADaPn3iBdn,186773,TRUE,0.777,0.921,10,-6.989,0,0.278,0.0545,0.000251,0.689,0.378,101.541,4,1994
Eugene's Lament - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,0HsLVJxhMJ0GmNmoC768HR,132293,FALSE,0.577,0.349,4,-13.773,1,0.0315,0.0103,0.406,0.544,0.484,142.614,4,1994
Flute Loop - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,2wZypBlrAcYTecRIIm2IyN,114653,TRUE,0.8,0.788,7,-8.798,1,0.231,0.0149,0.000448,0.236,0.379,104.466,4,1994
Do It - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,0C3caIx00CDYyt0DH587c9,196106,TRUE,0.763,0.919,1,-6.273,1,0.212,0.0747,0.00000317,0.583,0.507,87.097,4,1994
Ricky's Theme - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,7LToOuJ7Wx0fWD428hnDBr,223373,FALSE,0.566,0.525,9,-13.682,1,0.0277,0.0869,0.893,0.357,0.0843,93.841,4,1994
Heart Attack Man - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,19MmEjUNPBew3Z09vngJyM,134920,TRUE,0.343,0.942,9,-7.818,1,0.473,0.0208,0.0038,0.137,0.791,93.552,4,1994
The Scoop - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,2ZwPYp1cKtzq4k4VVHeTRL,215920,TRUE,0.736,0.893,11,-6.094,0,0.154,0.0381,0.0017,0.603,0.377,90.031,4,1994
Shambala - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,5u1jTUc8iQ9KTlJU1E8lU7,220520,FALSE,0.573,0.672,0,-14.889,1,0.066,0.326,0.945,0.463,0.156,116.838,4,1994
Bodhisattva Vow - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,5VF5N8bjFmyCV6GvJ5C9h1,188173,TRUE,0.704,0.903,2,-8.762,0,0.0836,0.0185,0.00178,0.4,0.0944,99.028,4,1994
Transitions - 2009 Digital Remaster,Ill Communication (Deluxe Version) [Remastered,Beastie Boys,71tJWfdtzAZUzm96iG2qhI,151760,FALSE,0.457,0.337,7,-12.304,0,0.0346,0.0574,0.781,0.13,0.112,178.315,4,1994
I'll Go Crazy,I'll Go Craz,Bluejuice,5CE9kpoCw1mw0biYJEGb9k,184799,TRUE,0.421,0.88,4,-3.229,1,0.0846,0.000155,0,0.66,0.413,178.069,4,2014
Infinite Canyons,Illuminatio,Miami Horror,6yH7TU1Al6tv8YNVlJoNNl,127623,FALSE,0.263,0.737,1,-9.848,1,0.0556,0.175,0.171,0.325,0.477,77.978,4,2010
I Look To You - ft Kimbra,Illuminatio,Miami Horror,4t5u1LoeGztUYgtosjfaRv,233229,FALSE,0.602,0.872,4,-5.023,0,0.102,0.0696,0.0178,0.475,0.0484,118.026,4,2010
Holidays - ft Alan Palomo,Illuminatio,Miami Horror,5S6KHBhEkzi2w5Ejdw9uib,269002,FALSE,0.66,0.876,9,-5.21,0,0.048,0.00108,0.000307,0.83,0.0982,115.984,4,2010
Summersun,Illuminatio,Miami Horror,5rfwdKguNUFlGdG5n5I2HY,326981,FALSE,0.573,0.774,2,-5.121,0,0.0388,0.00225,0.0000136,0.613,0.136,126.971,4,2010
Sometimes,Illuminatio,Miami Horror,4bjEF3mDdi4l3KhADjw4Tq,251039,FALSE,0.579,0.908,7,-2.699,0,0.0305,0.00723,0.00041,0.54,0.189,124.984,4,2010
Moon Theory,Illuminatio,Miami Horror,1Gt7GjP5bgPWIX2SRUiyMJ,264785,FALSE,0.624,0.861,5,-5.931,0,0.0291,0.00264,0.000773,0.715,0.374,121.986,4,2010
Echoplex - ft MAI,Illuminatio,Miami Horror,43ZctRoh6YNi8Vi0CUQXfQ,265990,FALSE,0.737,0.839,9,-4.018,0,0.0289,0.0559,0.00104,0.911,0.246,125.05,4,2010
Imagination,Illuminatio,Miami Horror,5S8sYymXScqfPOitf2sEkA,308068,FALSE,0.749,0.733,0,-5.927,1,0.0352,0.332,0,0.666,0.127,126.021,4,2010
Grand Illusion,Illuminatio,Miami Horror,794GsPNSNtERUs6GQGl0jR,152606,FALSE,0.418,0.861,9,-6.222,0,0.331,0.11,0.26,0.315,0.816,119.989,4,2010
Soft Light - ft Alan Palomo,Illuminatio,Miami Horror,55NLbKBE2HEXQNIksnfX4Y,293906,FALSE,0.502,0.743,6,-6.697,0,0.034,0.000211,0.0498,0.0484,0.465,122.968,4,2010
