Name,Album,Artist,Track_id,Duration,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Valence,Liveness,Tempo,Time_Signature,Year
i - ã‚¯ãƒªãƒ¼ãƒ³ãƒ»ãƒ´ã‚¡ãƒ¼ã‚¸ãƒ§ãƒ³,,Kendrick Lamar,2ni7gpmGIFGSmctvMxKH9Y,232066,FALSE,0.753,0.892,10,-5.313,0,0.0562,0.0228,0.0000054,0.881,0.245,121.937,4,2014
7,,Catfish and the Bottlemen,0KyzyuqavrbYKaXGK0AreL,256306,FALSE,0.524,0.726,10,-4.92,1,0.0437,0.000238,0.00276,0.311,0.0978,155.089,4,2016
! (The Song Formerly Known As),! (The Song Formerly Known As,Regurgitator,6hJ6Lr8LwMMRKXz8ephBH3,206666,TRUE,0.643,0.934,11,-3.579,1,0.0874,0.000171,0.00379,0.638,0.218,114.821,4,1998
Modern Life,! (The Song Formerly Known As,Regurgitator,3J8jpUwBScoeursSOIraHm,134680,TRUE,0.605,0.829,4,-3.804,0,0.0756,0.00227,0.2,0.556,0.104,136.004,4,1998
! (The Song Formerly Known As) - Retrotech Adjustment,! (The Song Formerly Known As,Regurgitator,5g8tTotmgbqYMrABV50BHl,210173,FALSE,0.835,0.821,0,-6.653,1,0.106,0.0517,0.766,0.764,0.0281,130.005,4,1998
I Like Your Old Remix Better Than Your New Remix,! (The Song Formerly Known As,Regurgitator,0yiGcr6FGhW9fX65h4pEkC,180373,FALSE,0.547,0.934,2,-4.593,1,0.0986,0.0322,0.0000012,0.758,0.104,166.68,4,1998
(If You're Wondering If I Want You To) I Want You To,(If You're Wondering If I Want You To) I Want You T,Weezer,4tWewq54FvRY9drV6DSlIU,208560,FALSE,0.678,0.892,11,-5.114,0,0.0393,0.000831,0.00148,0.783,0.0554,110.026,4,2009
Hello,(What's The Story) Morning Glor,Oasis,4gq08vt7IV7sNlgLFNQZw9,202773,FALSE,0.343,0.953,9,-3.628,0,0.095,0.000349,0.0321,0.0977,0.171,132.415,4,1995
Roll With It,(What's The Story) Morning Glor,Oasis,0iz3SjHib0OvI2e4Y4xEu0,239826,FALSE,0.231,0.985,9,-1.773,0,0.108,0.00445,0.000139,0.195,0.295,126.788,4,1995
Wonderwall,(What's The Story) Morning Glor,Oasis,5bj4hb0QYTs44PDiwbI5CS,258906,FALSE,0.413,0.85,2,-5.593,1,0.0362,0.00228,0,0.481,0.124,174.423,4,1995
Don't Look Back In Anger,(What's The Story) Morning Glor,Oasis,7H0jlAh4VoUtdeBUurXae9,287826,FALSE,0.354,0.914,0,-3.613,1,0.0672,0.0316,0.00000711,0.241,0.119,164.012,4,1995
Hey Now,(What's The Story) Morning Glor,Oasis,0B4SrsRN9eRY3eB4H2TFpR,341573,FALSE,0.178,0.948,11,-1.618,0,0.0602,0.0000762,0.000462,0.204,0.258,202.668,4,1995
The Swamp Song,(What's The Story) Morning Glor,Oasis,54wiqHqjmNj36dGk3elxN0,44600,FALSE,0.274,0.798,10,-6.092,1,0.0524,0.0000178,0.821,0.127,0.552,142.631,4,1995
Some Might Say,(What's The Story) Morning Glor,Oasis,2j4l3NjUbc7Rn5QyiOPHEf,328533,FALSE,0.243,0.953,0,-2.295,0,0.0843,0.0504,0.0429,0.15,0.154,110.254,4,1995
Cast No Shadow,(What's The Story) Morning Glor,Oasis,5zwyQT5gJ0VX5zJoFMDLt7,291600,FALSE,0.438,0.802,7,-5.229,1,0.0291,0.00254,0,0.572,0.15,159.928,4,1995
She's Electric,(What's The Story) Morning Glor,Oasis,2P17rrqMxe014BjoUjsjpL,220533,FALSE,0.533,0.918,4,-3.122,1,0.0437,0.172,0,0.483,0.533,125.544,4,1995
Morning Glory,(What's The Story) Morning Glor,Oasis,1JbZfGJvTwB8gL2lvNwy74,303533,FALSE,0.331,0.985,2,-1.622,0,0.0909,0.0109,0.000301,0.142,0.489,137.011,4,1995
The Swamp Song,(What's The Story) Morning Glor,Oasis,66RFNh7DdPa1cyC95qmDE3,40360,FALSE,0.231,0.995,9,-10.914,0,0.0895,0.348,0.902,0.0187,0.683,63.069,4,1995
Champagne Supernova,(What's The Story) Morning Glor,Oasis,2o9F2fDAzOukxPJd3E7KPg,450373,FALSE,0.302,0.859,2,-2.251,1,0.0376,0.194,0.00361,0.105,0.361,150.399,4,1995
Maxwell Murder,...And Out Come The Wolve,Rancid,2w8Tyk8ZiTy4nLjJpeadd9,85866,FALSE,0.503,0.983,5,-5.991,1,0.0809,0.0859,0.00197,0.549,0.12,155.823,4,1995
The 11th Hour,...And Out Come The Wolve,Rancid,5aczVcKmZNW4MlToB9EYbC,148026,FALSE,0.457,0.955,0,-5.395,1,0.131,0.00367,0.0000049,0.641,0.324,170.192,4,1995
Roots Radical,...And Out Come The Wolve,Rancid,7645xTGnEk07YW792KfuWV,167506,FALSE,0.529,0.976,0,-4.978,1,0.108,0.0836,0,0.722,0.213,161.928,3,1995
Time Bomb,...And Out Come The Wolve,Rancid,5kxxhOkxd7j57e7oL121gI,144333,FALSE,0.646,0.962,9,-4.862,1,0.0536,0.138,0,0.961,0.471,164.79,4,1995
Olympia WA,...And Out Come The Wolve,Rancid,0WJEXCpCwMf0xnn0sOl5CY,210626,FALSE,0.423,0.959,7,-4.613,1,0.107,0.0448,0,0.643,0.347,166.919,4,1995
"Lock, Step & Gone",...And Out Come The Wolve,Rancid,7MBqjh8HLrqAZiXz02yThw,145400,FALSE,0.453,0.976,8,-5.254,0,0.0671,0.0254,0.00000625,0.522,0.326,159.911,4,1995
Junkie Man,...And Out Come The Wolve,Rancid,6IY10gnnYhhzZVvEBhb1Ow,184840,FALSE,0.496,0.97,2,-5.866,1,0.061,0.0155,0,0.805,0.365,168.199,4,1995
Listed MIA,...And Out Come The Wolve,Rancid,2iehZCk3gt9K6XVoF7mWRy,142466,FALSE,0.404,0.979,11,-5.103,1,0.0765,0.00432,0.00189,0.781,0.0775,168.076,4,1995
Ruby Soho,...And Out Come The Wolve,Rancid,6zOlYzDyJifRMxim69LoWj,157533,FALSE,0.505,0.938,7,-5.381,1,0.0432,0.0201,0.00218,0.961,0.177,161.842,4,1995
Daly City Train,...And Out Come The Wolve,Rancid,7IetD7PZyk6eBcWVJe6EaZ,201426,FALSE,0.559,0.927,0,-5.435,1,0.0506,0.0518,0.00278,0.946,0.332,170.087,4,1995
Journey to the End of the East Bay,...And Out Come The Wolve,Rancid,2wVn679VIJYRwD8Enckv67,191600,FALSE,0.479,0.929,0,-6.869,1,0.0683,0.00369,0.0000562,0.582,0.198,170.13,4,1995
She's Automatic,...And Out Come The Wolve,Rancid,3pL3RqnKMWJunMczhCR6K1,95040,FALSE,0.369,0.98,5,-3.918,1,0.115,0.0508,0,0.707,0.695,170.153,4,1995
Old Friend,...And Out Come The Wolve,Rancid,66dxtOtemB4EcgCXUSNuKC,173800,FALSE,0.581,0.972,9,-5.404,1,0.06,0.00458,0.00102,0.903,0.44,170.129,4,1995
Disorder and Disarray,...And Out Come The Wolve,Rancid,7ycur9jpEitgV789I0NOwG,169426,FALSE,0.283,0.91,10,-6.11,0,0.0718,0.00066,0.0105,0.936,0.298,173.765,4,1995
The Wars End,...And Out Come The Wolve,Rancid,2raEnOa4WtCO3xa4w3ExFl,113640,FALSE,0.341,0.95,7,-5.18,1,0.0833,0.00762,0.0000914,0.429,0.108,173.454,4,1995
You Don't Care Nothin',...And Out Come The Wolve,Rancid,6XyvypYiZY6Zd5YEhDBLWf,148333,FALSE,0.452,0.988,0,-5.634,1,0.0722,0.00672,0.000136,0.673,0.404,167.98,4,1995
As Wicked,...And Out Come The Wolve,Rancid,3xWCKut2v9lpxb0Xxu2ioP,160866,FALSE,0.44,0.985,2,-3.698,1,0.159,0.00526,0.0306,0.433,0.306,164.899,4,1995
Avenues & Alleyways,...And Out Come The Wolve,Rancid,4VcvnSLHR3lDpsSvQrJ5H9,191866,FALSE,0.36,0.974,7,-4.641,1,0.115,0.0149,0.00000182,0.304,0.175,164.607,4,1995
The Way I Feel,...And Out Come The Wolve,Rancid,3EnvhGu4YSnLKjS89NroEv,154226,FALSE,0.433,0.985,0,-4.625,1,0.116,0.000508,0.0000401,0.488,0.0605,139.732,4,1995
Keep Your Eyes Peeled,...Like Clockwor,Queens of the Stone Age,5kgvRTKmoJChOc5PAdHZg3,304160,FALSE,0.496,0.729,7,-8.027,1,0.0445,0.105,0.457,0.281,0.114,105.401,3,2013
I Sat By The Ocean,...Like Clockwor,Queens of the Stone Age,7oXRMDUzBPekkLRTJhSGvC,235586,FALSE,0.516,0.781,8,-4.004,0,0.0364,0.00136,0.000735,0.897,0.11,116.793,4,2013
The Vampyre of Time And Memory,...Like Clockwor,Queens of the Stone Age,5q453TyHMg7pxYdNG9nufn,214586,FALSE,0.551,0.385,9,-8.958,0,0.0274,0.088,0.00221,0.375,0.133,142.047,4,2013
If I Had A Tail,...Like Clockwor,Queens of the Stone Age,0wmaGiDKtKaRf7G8nBfNsQ,295586,FALSE,0.602,0.85,11,-6.602,1,0.1,0.636,0.0000326,0.339,0.663,112.077,4,2013
My God Is The Sun,...Like Clockwor,Queens of the Stone Age,1Pc3gTtQG4Cq1x81NcXtCN,235400,FALSE,0.187,0.855,11,-4.316,0,0.0624,0.000531,0.0204,0.257,0.361,160.9,3,2013
Kalopsia,...Like Clockwor,Queens of the Stone Age,4IswprVy2RdWGhiJVKWYau,278120,FALSE,0.375,0.517,2,-7.725,1,0.0408,0.13,0.104,0.201,0.122,143.743,3,2013
Fairweather Friends,...Like Clockwor,Queens of the Stone Age,4RdQZodcn9NwMVW6sGNnp6,223386,FALSE,0.189,0.8,11,-3.818,0,0.0931,0.0115,0.000108,0.322,0.852,187.788,4,2013
Smooth Sailing,...Like Clockwor,Queens of the Stone Age,1Dhi8OBMSyukjUQ93uBfNz,291400,FALSE,0.587,0.874,2,-3.597,1,0.0544,0.0546,0.000452,0.469,0.0511,95.017,4,2013
I Appear Missing,...Like Clockwor,Queens of the Stone Age,6mfKEPTYiBAYZ9z0429jsp,360680,FALSE,0.164,0.792,1,-4.281,0,0.0459,0.0522,0.00155,0.314,0.0435,172.737,3,2013
...Like Clockwork,...Like Clockwor,Queens of the Stone Age,2v8sPwkqVDgWprsmGIis25,324320,FALSE,0.479,0.341,0,-8.315,0,0.0266,0.737,0.0000456,0.167,0.0958,56.971,4,2013
Be-In,...The Dandy Warhols Come Dow,The Dandy Warhols,52y2P7kvVxGyGIvYvTnzSI,419398,FALSE,0.374,0.633,9,-10.706,1,0.0381,0.00651,0.874,0.14,0.147,117.024,4,1997
Boys Better,...The Dandy Warhols Come Dow,The Dandy Warhols,6gpFuv5a4ZXDV47VEunvXz,273113,FALSE,0.339,0.78,9,-8.247,1,0.0496,0.00308,0.00561,0.19,0.119,119.148,4,1997
Minnesoter,...The Dandy Warhols Come Dow,The Dandy Warhols,3587egvsGGK3kbsrbz6jD2,183669,FALSE,0.514,0.722,0,-8.36,1,0.0269,0.000329,0.758,0.746,0.0702,107.121,4,1997
Orange,...The Dandy Warhols Come Dow,The Dandy Warhols,4wo00OV5OSrGlLTmH46Qe5,341983,FALSE,0.465,0.388,7,-13.907,1,0.0336,0.284,0.842,0.141,0.141,136.188,4,1997
I Love You,...The Dandy Warhols Come Dow,The Dandy Warhols,4H0rzfmOKzlT8IBqWCWth3,252075,FALSE,0.359,0.403,9,-11.729,1,0.0247,0.124,0.897,0.212,0.0819,74.858,4,1997
Not If You Were The Last Junkie On Earth,...The Dandy Warhols Come Dow,The Dandy Warhols,6knnw2F8PneXpkMcMmGY8e,191285,FALSE,0.458,0.596,9,-8.912,1,0.0333,0.000373,0.595,0.395,0.0928,116.011,4,1997
Every Day Should Be A Holiday,...The Dandy Warhols Come Dow,The Dandy Warhols,5YG0CwsvTNh55asLO4IRkB,242230,FALSE,0.503,0.875,4,-7.404,1,0.0409,0.0000494,0.0306,0.286,0.108,118.015,4,1997
Good Morning,...The Dandy Warhols Come Dow,The Dandy Warhols,7ajerU3rzpQjWn8uNC2QUx,300419,FALSE,0.302,0.675,0,-10.379,1,0.0343,0.000643,0.956,0.251,0.269,113.504,4,1997
Whipping Tree,...The Dandy Warhols Come Dow,The Dandy Warhols,3PRNfAXlBeTbSTWl4ly8Ip,229088,FALSE,0.378,0.273,2,-14.811,1,0.0295,0.975,0.933,0.116,0.238,66.476,4,1997
Green,...The Dandy Warhols Come Dow,The Dandy Warhols,1F4K5tT7wM7ocNjwKURRbl,190124,FALSE,0.44,0.353,7,-11.98,1,0.0312,0.134,0.818,0.489,0.113,78.974,4,1997
Cool As Kim Deal,...The Dandy Warhols Come Dow,The Dandy Warhols,6JcgXP2xTszB7QTD5dKbWB,182369,FALSE,0.351,0.652,7,-6.999,1,0.0335,0.0000309,0.28,0.706,0.0565,124.867,4,1997
Hard On For Jesus,...The Dandy Warhols Come Dow,The Dandy Warhols,5P0w8AFLwGan9lVWtQ13Kn,276131,FALSE,0.251,0.697,11,-7.846,0,0.0424,0.00014,0.088,0.389,0.214,133.766,4,1997
Pete International Airport,...The Dandy Warhols Come Dow,The Dandy Warhols,2nE7Cs7A4PWNxLRf7W8JRs,356890,FALSE,0.247,0.265,9,-21.402,1,0.159,0.646,0.773,0.0358,0.102,77.231,3,1997
The Creep Out,...The Dandy Warhols Come Dow,The Dandy Warhols,1LxSXqVfmlCoDlhnHeFov8,536984,FALSE,0.566,0.436,4,-11.068,1,0.0301,0.42,0.917,0.12,0.094,102.979,4,1997
Tender,1,Blur,3RbDgJXwB8GYRcmSFrofWl,460800,FALSE,0.587,0.566,9,-9.868,1,0.0286,0.474,0,0.505,0.0548,76.087,4,1999
Bugman,1,Blur,4FwSsdmga7gI7Ii5Zt4Y2I,287933,FALSE,0.477,0.969,8,-7.338,0,0.11,0.00359,0.00232,0.144,0.706,130.123,4,1999
Coffee & TV,1,Blur,0HFBn4Grwd2AHZk3H1ntNo,358693,FALSE,0.738,0.786,2,-9.07,1,0.0363,0.0483,0.294,0.718,0.101,121.609,4,1999
Swamp Song,1,Blur,1dCoo6ADhmvS3TzpW2UXZ0,276533,FALSE,0.438,0.913,0,-7.498,1,0.0374,0.00907,0.0000952,0.434,0.38,99.63,4,1999
1992,1,Blur,28yW45OeMc6zWMqdoe2Hxx,329040,FALSE,0.126,0.617,4,-10.559,0,0.0347,0.00212,0.33,0.144,0.355,154.569,4,1999
B.L.U.R.E.M.I,1,Blur,1ZTeRsHUb4BRBy7mX9BjZg,172026,FALSE,0.227,0.82,2,-8.22,1,0.081,0.0129,0.0963,0.126,0.081,96.584,4,1999
Battle,1,Blur,46ZkAupUwofSzmTfMcTval,463733,FALSE,0.223,0.638,9,-10.625,1,0.0534,0.016,0.596,0.0773,0.1,90.914,5,1999
Mellow Song,1,Blur,1hjPd4TdlHwleAElobmHvq,236840,FALSE,0.597,0.322,2,-16.585,1,0.0274,0.627,0.242,0.469,0.349,100.095,4,1999
Trailerpark,1,Blur,06xXdm1UJ2zUmzhj0XJh4a,266760,FALSE,0.491,0.746,9,-11.06,1,0.0466,0.00556,0.877,0.375,0.0927,82.988,4,1999
Caramel,1,Blur,6Lgnj2TKHEUP1sX4rGnpeq,458266,FALSE,0.458,0.31,9,-15.2,0,0.0339,0.803,0.902,0.0397,0.127,100.657,4,1999
Trimm Trabb,1,Blur,0PRuTtLN0DpBQwjC0BCIh0,337573,FALSE,0.591,0.446,9,-12.79,0,0.0275,0.0227,0.583,0.484,0.101,103.213,4,1999
No Distance Left to Run,1,Blur,7BLqsZcNLRNu6t2CoE20NU,207960,FALSE,0.397,0.207,7,-14.745,1,0.0332,0.718,0.0418,0.119,0.109,148.649,3,1999
Optigan I,1,Blur,5bND1GsdVMSWGt1BOhveIa,154106,FALSE,0.205,0.325,1,-22.593,1,0.0376,0.884,0.997,0.454,0.141,96.871,3,1999
We Are All Made Of Stars,1,Moby,6f4JctYZP4qDuppkNaWHWk,273213,FALSE,0.623,0.563,2,-8.4,1,0.0271,0.0479,0.759,0.378,0.192,112.024,4,2002
In This World,1,Moby,7uLpgWGjSdjdniO7HDPFTI,242520,FALSE,0.581,0.703,4,-6.646,1,0.0416,0.0157,0.00883,0.276,0.285,104.957,4,2002
In My Heart,1,Moby,5GQyo2o20Y8DV4p5ig4NcL,276693,FALSE,0.557,0.79,4,-10.03,1,0.0291,0.00109,0.0585,0.172,0.25,114.005,4,2002
Great Escape,1,Moby,64RZDqTleLdMJKeVEZinay,128840,FALSE,0.282,0.0746,7,-18.484,1,0.0337,0.771,0.00122,0.277,0.198,94.025,4,2002
Signs Of Love,1,Moby,4hxOjfaRgjjiVQmTvzkHSB,266200,FALSE,0.387,0.541,7,-10.462,1,0.0305,0.206,0.645,0.1,0.141,90.993,4,2002
One Of These Mornings,1,Moby,1mxiwKmq0bXzigEaxEzWVO,192693,FALSE,0.404,0.459,11,-8.323,0,0.034,0.158,0.66,0.0475,0.0818,91.323,4,2002
Another Woman,1,Moby,6UPW1dEXiy0dEfGCYRhqfo,236066,FALSE,0.602,0.446,11,-11.608,0,0.0378,0.0841,0.846,0.495,0.122,110.899,4,2002
Fireworks,1,Moby,3Hci59IE8yq5i0NLkvH9lX,133346,FALSE,0.488,0.243,0,-14.529,1,0.0347,0.825,0.973,0.0986,0.131,144.095,4,2002
Extreme Ways,1,Moby,4FkJn9oX1kjRRftLXSSBxD,237640,FALSE,0.504,0.777,9,-7.916,0,0.0583,0.00106,0.00109,0.549,0.12,100.006,4,2002
Jam For The Ladies,1,Moby,1dMzrFxPoK4eUMeoXS8YvL,201960,FALSE,0.771,0.51,7,-9.99,1,0.0529,0.0315,0.00105,0.334,0.0792,100.026,4,2002
Sunday (The Day Before My Birthday),1,Moby,1iqDKPrllPS2D4QTxdG4kH,309280,FALSE,0.603,0.679,9,-10.386,0,0.0357,0.00102,0.833,0.307,0.432,95.01,4,2002
18,1,Moby,5N6uPa84DaCHAzeHPR6zdv,268813,FALSE,0.177,0.136,7,-17.635,1,0.0322,0.837,0.925,0.0524,0.0579,84.332,3,2002
Sleep Alone,1,Moby,13KvP86PAjJFpMsIA6Mew5,285360,FALSE,0.36,0.262,7,-14.941,0,0.0337,0.878,0.77,0.456,0.124,81.407,1,2002
At Least We Tried,1,Moby,3tX1A1OkWuoj4hPie26cRT,248706,FALSE,0.634,0.287,0,-12.741,1,0.0283,0.231,0.00086,0.233,0.0826,71.969,4,2002
Harbour,1,"SinÃ©ad O'Connor, Moby",7EHeq2QCxDpBDtDigZLhCF,387573,FALSE,0.551,0.382,2,-13.114,1,0.0236,0.172,0.474,0.0992,0.0923,92.071,4,2002
Look Back In,1,Moby,1XTRtyAYOPRF8Yvr8MCVhs,140613,FALSE,0.499,0.366,7,-9.724,0,0.0262,0.198,0.898,0.183,0.103,77.767,4,2002
The Rafters,1,Moby,6OuLFFmNZFy1dcXmYMYqU5,202320,FALSE,0.529,0.525,4,-9.175,1,0.0468,0.0354,0.922,0.394,0.351,125.966,4,2002
I'm Not Worried At All,1,Moby,0qP3sOWKBYJ8FhArnzzmSy,253906,FALSE,0.529,0.272,1,-11.307,1,0.0269,0.758,0.83,0.0495,0.36,105.009,3,2002
Sick of Myself,100 % Fu,Matthew Sweet,4inXYz8i3xRpNbxZJ99Clo,218560,FALSE,0.433,0.829,11,-7.715,1,0.044,0.0126,0.0000236,0.822,0.084,122.733,4,1995
Not When I Need It,100 % Fu,Matthew Sweet,6UXI25u6h8QpCqJvdL746c,207720,FALSE,0.217,0.618,9,-7.781,1,0.036,0.0651,0.00000154,0.397,0.133,176.932,4,1995
We're the Same,100 % Fu,Matthew Sweet,4jcgPJyTIpqcq3sjZKLqM6,183386,FALSE,0.393,0.789,7,-8.853,1,0.0362,0.0121,0.00000723,0.712,0.133,119.093,4,1995
Giving It Back,100 % Fu,Matthew Sweet,6MsoqkGPF1InOLjptdm4I7,207920,FALSE,0.471,0.827,4,-8.869,1,0.0316,0.00998,0.00109,0.853,0.332,121.602,4,1995
Everything Changes,100 % Fu,Matthew Sweet,1Z2UTB11ZgqdiHKf6rtkdu,229133,FALSE,0.494,0.287,2,-10.276,1,0.031,0.136,0.00000322,0.318,0.104,125.026,3,1995
Lost My Mind,100 % Fu,Matthew Sweet,5Pdw8LmughGmu1Nqe3InJJ,283560,FALSE,0.448,0.617,9,-9.213,1,0.0321,0.0278,0.134,0.641,0.307,113.241,4,1995
Come to Love,100 % Fu,Matthew Sweet,4yzFYuVtzmrYvmmJrInqVM,148013,FALSE,0.496,0.675,4,-7.927,1,0.0301,0.0287,0.00000227,0.83,0.0926,120.676,4,1995
Walk Out,100 % Fu,Matthew Sweet,5kGA5i4fQu6vfHgFaDxT3z,205026,FALSE,0.566,0.852,4,-7.279,0,0.0272,0.0566,0.0000575,0.92,0.29,128.313,4,1995
I Almost Forgot,100 % Fu,Matthew Sweet,4frRSOv4bl3xUHwKGcI1Gz,175373,FALSE,0.292,0.414,4,-11.135,0,0.0276,0.858,0.0194,0.216,0.0833,150.572,4,1995
Super Baby,100 % Fu,Matthew Sweet,2Peje8X22oPNb3zugvFRph,195080,FALSE,0.465,0.859,9,-7.965,1,0.0441,0.0977,0.000038,0.732,0.302,116.941,4,1995
Get Older,100 % Fu,Matthew Sweet,03NoHngOmKrnmyW911Wzj4,166520,FALSE,0.453,0.856,2,-7.762,1,0.0392,0.0333,0.167,0.738,0.136,119.702,4,1995
Smog Moon,100 % Fu,Matthew Sweet,3muEtC3xOTcdibTpx9ebNo,253226,FALSE,0.422,0.631,3,-9.432,1,0.0338,0.217,0,0.285,0.191,130.802,4,1995
Internet Friends,100% No Modern Talkin,Knife Party,5qFL2uwfnGU8FccwLMgPNQ,301122,TRUE,0.64,0.903,5,-3.041,0,0.183,0.00104,0.0488,0.152,0.171,128.079,4,2012
Destroy Them With Lazers,100% No Modern Talkin,Knife Party,4mw8LoRMvjE2SqElwT6fee,296014,FALSE,0.569,0.998,10,-4.154,0,0.0594,0.0000537,0.921,0.196,0.217,127.991,4,2012
Tourniquet,100% No Modern Talkin,Knife Party,1yqVBcyQS203ZSFGkIWEEm,317474,FALSE,0.682,0.914,8,-4.824,0,0.114,0.0000177,0.926,0.203,0.328,128.01,4,2012
Fire Hive,100% No Modern Talkin,Knife Party,1DcwvDcBKeATLX85CKbHFM,278361,FALSE,0.686,0.98,1,-2.966,0,0.206,0.000304,0.7,0.617,0.171,140.091,4,2012
Chandelier,1000 Forms of Fea,Sia,2i8EtsynIudUUaLPUkO6rJ,216120,FALSE,0.286,0.784,1,-2.873,1,0.0749,0.0163,0.0000648,0.618,0.0713,173.793,4,2014
Big Girls Cry,1000 Forms of Fea,Sia,7IXs33XAROJyYpBUYCEg1e,211186,FALSE,0.476,0.609,5,-5.03,1,0.043,0.0405,0,0.0793,0.101,161.953,4,2014
Burn the Pages,1000 Forms of Fea,Sia,4Srt31VozeUNNK59jzwfod,195146,FALSE,0.507,0.811,6,-4.645,1,0.155,0.0497,0.0000332,0.459,0.121,180.081,4,2014
Eye of the Needle,1000 Forms of Fea,Sia,7g9r6efJQND7uexbOU7iP9,249453,FALSE,0.516,0.696,4,-5.626,1,0.124,0.112,0,0.278,0.115,143.853,4,2014
Hostage,1000 Forms of Fea,Sia,5WkNWG7Xh8gkuIbVnyud9y,176000,FALSE,0.639,0.711,1,-3.289,1,0.136,0.00762,0,0.659,0.24,143.899,4,2014
Straight for the Knife,1000 Forms of Fea,Sia,6lCSvaNZt8BzyfCLOMDvkQ,211213,FALSE,0.444,0.497,8,-5.683,1,0.0357,0.189,0,0.151,0.117,124.382,4,2014
Fair Game,1000 Forms of Fea,Sia,696cWuzxPqQBwwZvr2hKNS,231520,FALSE,0.519,0.408,4,-5.561,0,0.0314,0.612,0,0.27,0.0985,131.516,4,2014
Elastic Heart,1000 Forms of Fea,Sia,4lT65U9u7ghr8gNo04JgzJ,257200,FALSE,0.421,0.791,9,-4.998,1,0.0496,0.0117,0.0000148,0.499,0.146,130.075,4,2014
Free the Animal,1000 Forms of Fea,Sia,2FFzFSiGxKktjACZOXppd6,264866,FALSE,0.674,0.877,5,-4.945,1,0.167,0.0559,0.000112,0.383,0.0836,109.038,4,2014
Fire Meet Gasoline,1000 Forms of Fea,Sia,09tC1HI1OMmk4c2CD1PqpB,241493,FALSE,0.418,0.764,5,-3.307,0,0.0559,0.00598,0,0.33,0.149,175.669,3,2014
Cellophane,1000 Forms of Fea,Sia,0HYBH1LxSysBOn19X9zX3j,265586,FALSE,0.42,0.42,6,-9.579,1,0.0873,0.765,0,0.339,0.112,110.07,4,2014
Dressed In Black,1000 Forms of Fea,Sia,0gmO4FQKFmVjmTbSQsTIJj,400253,FALSE,0.448,0.769,0,-4.107,0,0.0403,0.0281,0.00000303,0.319,0.303,86.982,4,2014
11th Dimension,11th Dimensio,Julian Casablancas,10thiO3wUYUguz1VvkIiVN,243706,FALSE,0.603,0.911,6,-3.883,0,0.0431,0.00102,0.00985,0.373,0.0911,125.487,4,2009
1950,195,King Princess,0CZ8lquoTX2Dkg7Ak2inwA,225133,TRUE,0.6,0.535,4,-7.043,1,0.107,0.648,0.0000047,0.269,0.162,71.912,4,2018
1981,198,Gyroscope,0oXqhBlR5ODJLfQPdglaiu,218173,FALSE,0.441,0.96,7,-3.882,1,0.0704,0.00977,0.000011,0.303,0.124,151.944,4,2008
We Will Kill You,198,Gyroscope,1TWIa63zzCbX0ZOWPg3JDy,242746,FALSE,0.504,0.814,7,-4.039,1,0.0351,0.005,0.578,0.294,0.0909,122.071,4,2008
Beneath All Pain Are Lies,198,Gyroscope,1NB3MOtpRr8I4D8vIJIYQV,206666,FALSE,0.387,0.93,9,-4.483,0,0.0532,0.000319,0.0341,0.545,0.148,88.972,4,2008
1999 WILDFIRE,1999 WILDFIR,BROCKHAMPTON,1t4pPnbkOjzoA5RvsDjvUU,251250,TRUE,0.811,0.57,5,-8.093,1,0.129,0.253,0,0.814,0.148,128.066,4,2018
21st Century (Digital Boy),21st Century [Digital Boy,Bad Religion,72EbfLOPQP1KMD3mOwwWng,167973,FALSE,0.511,0.904,1,-9.398,0,0.0324,0.00346,0,0.804,0.0723,131.821,4,1995
Leaders And Followers,21st Century [Digital Boy,Bad Religion,1nCe4hoALvCzMFNncuHYTE,160733,FALSE,0.342,0.97,8,-11.944,1,0.0611,0.000776,0.00442,0.542,0.334,142.55,4,1995
Mediocrity,21st Century [Digital Boy,Bad Religion,0EJZJl2NoppTGJcFNbU8NJ,166066,FALSE,0.314,0.97,1,-12.913,0,0.0599,0.0000838,0.0173,0.539,0.217,144.162,4,1995
American Jesus - Live,21st Century [Digital Boy,Bad Religion,1DzBikRyKzBA3kKgEwLbUt,193573,FALSE,0.22,0.97,1,-9.913,1,0.084,0.00109,0.00000279,0.375,0.33,187.969,4,1995
Eulogy,21st Century Liabilit,YUNGBLUD,1RS3T7b2pyNEBZYjndszf1,30660,TRUE,0.363,0.177,9,-25.96,1,0.0632,0.965,0.928,0.14,0.595,139.714,5,2018
Die For The Hype,21st Century Liabilit,YUNGBLUD,0mN7aCKIsZcoPiUrh2OPsF,188800,TRUE,0.739,0.847,9,-3.709,1,0.0682,0.00299,0,0.539,0.49,100.003,4,2018
Doctor Doctor,21st Century Liabilit,YUNGBLUD,2ulNNjFK4Upw5NsR7HqSQA,191125,TRUE,0.638,0.682,6,-3.798,1,0.0526,0.0164,0.0000109,0.206,0.457,142.977,4,2018
Medication,21st Century Liabilit,YUNGBLUD,1iSwhRAKSkkLpyo8X8NqtV,192000,TRUE,0.688,0.856,1,-4.226,1,0.227,0.000939,0,0.437,0.0776,155.096,4,2018
